"varID","varCat","topicID","weight","type"
1,"Monday",1,8.85879854295883e-05,"Daily"
2,"Tuesday",1,3.63155959791211e-07,"Daily"
3,"Wednesday",1,0.000587899679266666,"Daily"
4,"Thursday",1,4.69190952439762e-08,"Daily"
5,"Friday",1,0.0015429506553102,"Daily"
6,"Saturday",1,0.172776482465283,"Daily"
7,"Sunday",1,0.0486386764998942,"Daily"
1,"Monday",2,0.00022869818855149,"Daily"
2,"Tuesday",2,0.0424937238712083,"Daily"
3,"Wednesday",2,0.00928248826962626,"Daily"
4,"Thursday",2,0.00861539743646922,"Daily"
5,"Friday",2,7.03690334295862e-06,"Daily"
6,"Saturday",2,2.88048724452142e-05,"Daily"
7,"Sunday",2,0.00652775789077993,"Daily"
1,"Monday",3,6.28783377454256e-08,"Daily"
2,"Tuesday",3,0.266700418838985,"Daily"
3,"Wednesday",3,0.123104834926348,"Daily"
4,"Thursday",3,1.40500938929566e-05,"Daily"
5,"Friday",3,0.0678935331139931,"Daily"
6,"Saturday",3,0.000258187573754748,"Daily"
7,"Sunday",3,0.0300484780615506,"Daily"
1,"Monday",4,0.10707791684971,"Daily"
2,"Tuesday",4,0.0278997305819702,"Daily"
3,"Wednesday",4,1.33268211801014e-05,"Daily"
4,"Thursday",4,1.0385941227183e-08,"Daily"
5,"Friday",4,0.00054018891876119,"Daily"
6,"Saturday",4,2.09689097457683e-18,"Daily"
7,"Sunday",4,0.00016678763367287,"Daily"
1,"Monday",5,0.0163788206645178,"Daily"
2,"Tuesday",5,2.38516439155408e-06,"Daily"
3,"Wednesday",5,0.00136475297517441,"Daily"
4,"Thursday",5,0.000255743193398969,"Daily"
5,"Friday",5,0.0374632391750798,"Daily"
6,"Saturday",5,0.0995762738726943,"Daily"
7,"Sunday",5,1.85467505119779e-05,"Daily"
1,"Monday",6,2.9399345630405e-11,"Daily"
2,"Tuesday",6,0.0293183772046032,"Daily"
3,"Wednesday",6,0.000958534816681724,"Daily"
4,"Thursday",6,0.0200604419660099,"Daily"
5,"Friday",6,1.17645600092268e-07,"Daily"
6,"Saturday",6,0.0028942204610486,"Daily"
7,"Sunday",6,0.00410896013127043,"Daily"
1,"Monday",7,0.0381120398620822,"Daily"
2,"Tuesday",7,7.13670469278478e-14,"Daily"
3,"Wednesday",7,2.64175405715408e-05,"Daily"
4,"Thursday",7,0.00219017475541698,"Daily"
5,"Friday",7,0.0996663400949747,"Daily"
6,"Saturday",7,0.163800439001091,"Daily"
7,"Sunday",7,0.000213628042704596,"Daily"
1,"Monday",8,0.0723776942480421,"Daily"
2,"Tuesday",8,4.23677062011881e-11,"Daily"
3,"Wednesday",8,0.000411221689110885,"Daily"
4,"Thursday",8,0.00320368277134215,"Daily"
5,"Friday",8,3.43326900870496e-11,"Daily"
6,"Saturday",8,1.12560216514069e-06,"Daily"
7,"Sunday",8,1.62527484278482e-10,"Daily"
1,"Monday",9,2.38536567847072e-14,"Daily"
2,"Tuesday",9,4.72603391864296e-10,"Daily"
3,"Wednesday",9,0.00171243830823159,"Daily"
4,"Thursday",9,1.19554965863744e-06,"Daily"
5,"Friday",9,5.19460350444906e-33,"Daily"
6,"Saturday",9,1.97173881815324e-11,"Daily"
7,"Sunday",9,1.7643451764854e-07,"Daily"
1,"Monday",10,9.43624054836082e-07,"Daily"
2,"Tuesday",10,5.65259201608308e-10,"Daily"
3,"Wednesday",10,0.000442228833210852,"Daily"
4,"Thursday",10,0.000459384421876184,"Daily"
5,"Friday",10,0.032011366190685,"Daily"
6,"Saturday",10,0.00130021520772736,"Daily"
7,"Sunday",10,0.0785490026879528,"Daily"
1,"Monday",11,0.00140017031367266,"Daily"
2,"Tuesday",11,1.21325069225012e-09,"Daily"
3,"Wednesday",11,3.68339421804927e-29,"Daily"
4,"Thursday",11,3.434000382505e-09,"Daily"
5,"Friday",11,0.110306203105295,"Daily"
6,"Saturday",11,2.19746610460308e-23,"Daily"
7,"Sunday",11,8.07700933199087e-07,"Daily"
1,"Monday",12,4.80547805521545e-05,"Daily"
2,"Tuesday",12,7.75160126354878e-10,"Daily"
3,"Wednesday",12,9.45557299674981e-10,"Daily"
4,"Thursday",12,0.305149943663193,"Daily"
5,"Friday",12,0.00106846333546811,"Daily"
6,"Saturday",12,0.0103707470930028,"Daily"
7,"Sunday",12,5.85787965797283e-05,"Daily"
1,"Monday",13,1.14039883741552e-20,"Daily"
2,"Tuesday",13,0.00254324527135247,"Daily"
3,"Wednesday",13,0.00682319548760491,"Daily"
4,"Thursday",13,3.07803318590751e-09,"Daily"
5,"Friday",13,0.00601699069838798,"Daily"
6,"Saturday",13,0.00789902150837554,"Daily"
7,"Sunday",13,1.94989210662813e-14,"Daily"
1,"Monday",14,2.61586176761251e-05,"Daily"
2,"Tuesday",14,4.9813388250042e-07,"Daily"
3,"Wednesday",14,0.16286171627779,"Daily"
4,"Thursday",14,0.00307294127979085,"Daily"
5,"Friday",14,0.119558770279397,"Daily"
6,"Saturday",14,0.245870760364273,"Daily"
7,"Sunday",14,0.00025166174927824,"Daily"
1,"Monday",15,3.24511894240062e-07,"Daily"
2,"Tuesday",15,4.96849533013045e-05,"Daily"
3,"Wednesday",15,8.80553235183774e-05,"Daily"
4,"Thursday",15,1.18793035992707e-09,"Daily"
5,"Friday",15,0.0304879470169368,"Daily"
6,"Saturday",15,0.000339201841201579,"Daily"
7,"Sunday",15,0.199611404246914,"Daily"
1,"Monday",16,0.0447561427549007,"Daily"
2,"Tuesday",16,5.02638610911109e-12,"Daily"
3,"Wednesday",16,5.46944316198071e-08,"Daily"
4,"Thursday",16,0.00301238822163585,"Daily"
5,"Friday",16,5.02204913264584e-05,"Daily"
6,"Saturday",16,0.000283748922010232,"Daily"
7,"Sunday",16,7.14909360034811e-08,"Daily"
1,"Monday",17,0.00378968823869761,"Daily"
2,"Tuesday",17,0.000121073041280732,"Daily"
3,"Wednesday",17,5.57843278128956e-05,"Daily"
4,"Thursday",17,0.241069115384364,"Daily"
5,"Friday",17,2.46868048061443e-10,"Daily"
6,"Saturday",17,1.98307321068779e-06,"Daily"
7,"Sunday",17,0.000395458257284296,"Daily"
1,"Monday",18,1.64228765779121e-09,"Daily"
2,"Tuesday",18,0.00408059394369342,"Daily"
3,"Wednesday",18,0.00873369653704521,"Daily"
4,"Thursday",18,0.000152918028396377,"Daily"
5,"Friday",18,2.48286498914961e-20,"Daily"
6,"Saturday",18,0.0376296036832872,"Daily"
7,"Sunday",18,3.45588977666907e-17,"Daily"
1,"Monday",19,9.17364176590433e-05,"Daily"
2,"Tuesday",19,0.000102524618375175,"Daily"
3,"Wednesday",19,1.28734975167427e-05,"Daily"
4,"Thursday",19,0.0244284584621182,"Daily"
5,"Friday",19,0.0234743416693957,"Daily"
6,"Saturday",19,3.08798459427711e-08,"Daily"
7,"Sunday",19,0.000265077642624064,"Daily"
1,"Monday",20,5.40790163822488e-06,"Daily"
2,"Tuesday",20,0.000721460276465487,"Daily"
3,"Wednesday",20,0.00277742701039721,"Daily"
4,"Thursday",20,0.00053255740121628,"Daily"
5,"Friday",20,0.000162522683773222,"Daily"
6,"Saturday",20,1.14337607949795e-08,"Daily"
7,"Sunday",20,5.61092769090117e-11,"Daily"
1,"Monday",21,0.0146430851053251,"Daily"
2,"Tuesday",21,0.000320040346905624,"Daily"
3,"Wednesday",21,0.00886416320663959,"Daily"
4,"Thursday",21,3.58552224995314e-05,"Daily"
5,"Friday",21,0.0025069949232629,"Daily"
6,"Saturday",21,8.2134563719929e-07,"Daily"
7,"Sunday",21,1.61862831260576e-05,"Daily"
1,"Monday",22,0.0545067449657796,"Daily"
2,"Tuesday",22,4.20296199068258e-05,"Daily"
